IDENTIFIER,Entrez Gene,,,,,,,,,,,,,,,,,,,,,
NSMCE4A,54780,,,,,,,,,,,,,,,,,,,,,
ATAD3B,55210,,,,,,,,,,,,,,,,,,,,,
ANKRD49,54851,,,,,,,,,,,,,,,,,,,,,
MOSPD3,64598,,,,,,,,,,,,,,,,,,,,,
HGH1,51236,,,,,,,,,,,,,,,,,,,,,
BCL7C,9274,,,,,,,,,,,,,,,,,,,,,
OSBPL10,114884,,,,,,,,,,,,,,,,,,,,,
TMEM184C,55751,,,,,,,,,,,,,,,,,,,,,
YIPF2,78992,,,,,,,,,,,,,,,,,,,,,
PXMP2,5827,,,,,,,,,,,,,,,,,,,,,
WWOX,51741,,,,,,,,,,,,,,,,,,,,,
GPATCH2,55105,,,,,,,,,,,,,,,,,,,,,
CYB5R4,51167,,,,,,,,,,,,,,,,,,,,,
CTPS2,56474,,,,,,,,,,,,,,,,,,,,,
ANKHD1-EIF4EBP3,54882,404734,,,,,,,,,,,,,,,,,,,,
CEMP1,51005,752014,,,,,,,,,,,,,,,,,,,,
SHQ1,55164,,,,,,,,,,,,,,,,,,,,,
NSD1,64324,,,,,,,,,,,,,,,,,,,,,
GEMIN7,79760,,,,,,,,,,,,,,,,,,,,,
ZNF839,55778,,,,,,,,,,,,,,,,,,,,,
ASPN,54829,,,,,,,,,,,,,,,,,,,,,
ZNF576,79177,,,,,,,,,,,,,,,,,,,,,
ZNF576,79177,,,,,,,,,,,,,,,,,,,,,
SLC24A3,57419,,,,,,,,,,,,,,,,,,,,,
MMRN2,79812,,,,,,,,,,,,,,,,,,,,,
IPPK,64768,,,,,,,,,,,,,,,,,,,,,
PID1,55022,,,,,,,,,,,,,,,,,,,,,
ARMC8,25852,,,,,,,,,,,,,,,,,,,,,
PLA2G4B,8681,100137047,100137049,,,,,,,,,,,,,,,,,,,
ARMC7,79637,,,,,,,,,,,,,,,,,,,,,
SMIM7,79086,,,,,,,,,,,,,,,,,,,,,
MYBBP1A,10514,,,,,,,,,,,,,,,,,,,,,
TIGAR,57103,,,,,,,,,,,,,,,,,,,,,
OBFC1,79991,,,,,,,,,,,,,,,,,,,,,
ABHD8,79575,,,,,,,,,,,,,,,,,,,,,
RCN3,57333,,,,,,,,,,,,,,,,,,,,,
ASAP3,55616,,,,,,,,,,,,,,,,,,,,,
RNF141,50862,,,,,,,,,,,,,,,,,,,,,
ORC6,23594,,,,,,,,,,,,,,,,,,,,,
KLHL41,10324,,,,,,,,,,,,,,,,,,,,,
BCAN,63827,,,,,,,,,,,,,,,,,,,,,
DDX27,6760,55661,,,,,,,,,,,,,,,,,,,,
SPAG16,79582,,,,,,,,,,,,,,,,,,,,,
GAR1,54433,,,,,,,,,,,,,,,,,,,,,
DDX54,79039,,,,,,,,,,,,,,,,,,,,,
RAPGEF6,51735,96459,,,,,,,,,,,,,,,,,,,,
HSD17B14,51171,,,,,,,,,,,,,,,,,,,,,
C3orf18,51161,,,,,,,,,,,,,,,,,,,,,
IL20RA,53832,,,,,,,,,,,,,,,,,,,,,
DCUN1D2,55208,,,,,,,,,,,,,,,,,,,,,
FKBP11,51303,,,,,,,,,,,,,,,,,,,,,
FKBP11,51303,,,,,,,,,,,,,,,,,,,,,
LSM8,51691,,,,,,,,,,,,,,,,,,,,,
WDCP,80304,,,,,,,,,,,,,,,,,,,,,
ESRP1,54845,,,,,,,,,,,,,,,,,,,,,
THG1L,54974,,,,,,,,,,,,,,,,,,,,,
ZNF232,7775,,,,,,,,,,,,,,,,,,,,,
TTI2,80185,,,,,,,,,,,,,,,,,,,,,
SLC50A1,55974,,,,,,,,,,,,,,,,,,,,,
PHF10,55274,,,,,,,,,,,,,,,,,,,,,
PRR15L,79170,,,,,,,,,,,,,,,,,,,,,
C2orf42,54980,,,,,,,,,,,,,,,,,,,,,
SAP30L,79685,,,,,,,,,,,,,,,,,,,,,
TRMT13,54482,,,,,,,,,,,,,,,,,,,,,
UBIAD1,29914,,,,,,,,,,,,,,,,,,,,,
PELI2,57161,,,,,,,,,,,,,,,,,,,,,
OXSM,54995,,,,,,,,,,,,,,,,,,,,,
ADGRL4,64123,,,,,,,,,,,,,,,,,,,,,
LMF1,64788,,,,,,,,,,,,,,,,,,,,,
LMF1,64788,,,,,,,,,,,,,,,,,,,,,
MFF,56947,,,,,,,,,,,,,,,,,,,,,
RPL14,9045,,,,,,,,,,,,,,,,,,,,,
CROCCP3,114819,,,,,,,,,,,,,,,,,,,,,
RBP4,5950,,,,,,,,,,,,,,,,,,,,,
AMBRA1,55626,,,,,,,,,,,,,,,,,,,,,
RASL11B,65997,,,,,,,,,,,,,,,,,,,,,
RPP25,54913,,,,,,,,,,,,,,,,,,,,,
DUSP26,78986,,,,,,,,,,,,,,,,,,,,,
ADGRL1,22859,,,,,,,,,,,,,,,,,,,,,
TEFM,79736,,,,,,,,,,,,,,,,,,,,,
NMRK1,54981,,,,,,,,,,,,,,,,,,,,,
PBK,55872,,,,,,,,,,,,,,,,,,,,,
DBR1,51163,,,,,,,,,,,,,,,,,,,,,
ADAP1,11033,,,,,,,,,,,,,,,,,,,,,
RABL2A,11158,11159,,,,,,,,,,,,,,,,,,,,
PODXL2,50512,,,,,,,,,,,,,,,,,,,,,
THSD4,79875,,,,,,,,,,,,,,,,,,,,,
TMEM120B,144404,,,,,,,,,,,,,,,,,,,,,
PITPNC1,26207,,,,,,,,,,,,,,,,,,,,,
SYNJ2BP-COX16,55333,100529257,,,,,,,,,,,,,,,,,,,,
KLHL2,11275,,,,,,,,,,,,,,,,,,,,,
NAA15,80155,,,,,,,,,,,,,,,,,,,,,
SLAMF7,57823,,,,,,,,,,,,,,,,,,,,,
PAPOLG,64895,,,,,,,,,,,,,,,,,,,,,
CKLF-CMTM1,51192,100529251,,,,,,,,,,,,,,,,,,,,
MRPL11,65003,,,,,,,,,,,,,,,,,,,,,
ZNF562,54811,,,,,,,,,,,,,,,,,,,,,
ATG2B,55102,,,,,,,,,,,,,,,,,,,,,
PDLIM2,64236,,,,,,,,,,,,,,,,,,,,,
DNAAF2,55172,,,,,,,,,,,,,,,,,,,,,
RASL12,51285,,,,,,,,,,,,,,,,,,,,,
PRR5,55615,,,,,,,,,,,,,,,,,,,,,
TFB1M,51106,,,,,,,,,,,,,,,,,,,,,
FSD1,79187,,,,,,,,,,,,,,,,,,,,,
ZNF236,7776,,,,,,,,,,,,,,,,,,,,,
UBTD1,80019,,,,,,,,,,,,,,,,,,,,,
MYO15B,80022,,,,,,,,,,,,,,,,,,,,,
IFT74,80173,,,,,,,,,,,,,,,,,,,,,
SLC41A3,54946,,,,,,,,,,,,,,,,,,,,,
C2orf47,79568,,,,,,,,,,,,,,,,,,,,,
BRIX1,55299,,,,,,,,,,,,,,,,,,,,,
QTRT2,79691,,,,,,,,,,,,,,,,,,,,,
DACT1,51339,,,,,,,,,,,,,,,,,,,,,
PEX26,55670,,,,,,,,,,,,,,,,,,,,,
LIPG,9388,,,,,,,,,,,,,,,,,,,,,
TMEM231,79583,,,,,,,,,,,,,,,,,,,,,
CYTH4,27128,,,,,,,,,,,,,,,,,,,,,
TIMM22,29928,,,,,,,,,,,,,,,,,,,,,
SIRT5,23408,,,,,,,,,,,,,,,,,,,,,
ZBTB7A,51341,,,,,,,,,,,,,,,,,,,,,
FKBPL,63943,,,,,,,,,,,,,,,,,,,,,
MACROD1,28992,,,,,,,,,,,,,,,,,,,,,
FBXL6,26233,,,,,,,,,,,,,,,,,,,,,
AGO4,192670,,,,,,,,,,,,,,,,,,,,,
BIN2,51411,,,,,,,,,,,,,,,,,,,,,
UBAP2,55833,,,,,,,,,,,,,,,,,,,,,
WDR70,55100,,,,,,,,,,,,,,,,,,,,,
SEMA4G,57715,,,,,,,,,,,,,,,,,,,,,
PPARGC1A,10891,,,,,,,,,,,,,,,,,,,,,
SCG3,29106,,,,,,,,,,,,,,,,,,,,,
SCUBE2,57758,,,,,,,,,,,,,,,,,,,,,
GTF3C4,9329,,,,,,,,,,,,,,,,,,,,,
AFF4,27125,,,,,,,,,,,,,,,,,,,,,
FASTKD3,79072,,,,,,,,,,,,,,,,,,,,,
TWSG1,57045,,,,,,,,,,,,,,,,,,,,,
RHBDF2,79651,,,,,,,,,,,,,,,,,,,,,
EMC9,51016,,,,,,,,,,,,,,,,,,,,,
SRR,63826,,,,,,,,,,,,,,,,,,,,,
SRR,63826,,,,,,,,,,,,,,,,,,,,,
TMBIM4,51643,,,,,,,,,,,,,,,,,,,,,
EDC3,80153,,,,,,,,,,,,,,,,,,,,,
FBXO11,80204,,,,,,,,,,,,,,,,,,,,,
IFIH1,64135,,,,,,,,,,,,,,,,,,,,,
RAB8B,51762,,,,,,,,,,,,,,,,,,,,,
USP18,11274,,,,,,,,,,,,,,,,,,,,,
HSPA14,51182,,,,,,,,,,,,,,,,,,,,,
JAM2,58494,,,,,,,,,,,,,,,,,,,,,
NT5C,30833,,,,,,,,,,,,,,,,,,,,,
SLC39A4,55630,,,,,,,,,,,,,,,,,,,,,
ETAA1,54465,,,,,,,,,,,,,,,,,,,,,
NARS2,79731,,,,,,,,,,,,,,,,,,,,,
BAHCC1,57597,,,,,,,,,,,,,,,,,,,,,
TMEM160,54958,,,,,,,,,,,,,,,,,,,,,
MRPS22,56945,,,,,,,,,,,,,,,,,,,,,
ZBTB38,253461,,,,,,,,,,,,,,,,,,,,,
RBKS,64080,,,,,,,,,,,,,,,,,,,,,
CACFD1,11094,,,,,,,,,,,,,,,,,,,,,
ZNF408,79797,,,,,,,,,,,,,,,,,,,,,
PGBD5,79605,,,,,,,,,,,,,,,,,,,,,
CDK12,51755,,,,,,,,,,,,,,,,,,,,,
CCNJL,79616,,,,,,,,,,,,,,,,,,,,,
ZNF331,55422,,,,,,,,,,,,,,,,,,,,,
SLCO3A1,28232,,,,,,,,,,,,,,,,,,,,,
TMEM100,55273,,,,,,,,,,,,,,,,,,,,,
TGS1,96764,,,,,,,,,,,,,,,,,,,,,
EGLN3,112399,,,,,,,,,,,,,,,,,,,,,
GSDMB,55876,,,,,,,,,,,,,,,,,,,,,
SCRN3,79634,,,,,,,,,,,,,,,,,,,,,
PHACTR4,65979,,,,,,,,,,,,,,,,,,,,,
PAQR6,79957,,,,,,,,,,,,,,,,,,,,,
DNAJB14,79982,,,,,,,,,,,,,,,,,,,,,
PIGV,55650,,,,,,,,,,,,,,,,,,,,,
ZNF654,55279,,,,,,,,,,,,,,,,,,,,,
C10orf88,80007,,,,,,,,,,,,,,,,,,,,,
SSH3,54961,,,,,,,,,,,,,,,,,,,,,
CEP63,80254,,,,,,,,,,,,,,,,,,,,,
GIMAP4,55303,,,,,,,,,,,,,,,,,,,,,
MRPL46,26589,,,,,,,,,,,,,,,,,,,,,
OGFOD2,79676,,,,,,,,,,,,,,,,,,,,,
OGFOD2,79676,,,,,,,,,,,,,,,,,,,,,
ZDHHC14,79683,,,,,,,,,,,,,,,,,,,,,
THUMPD2,80745,,,,,,,,,,,,,,,,,,,,,
FKBP10,60681,,,,,,,,,,,,,,,,,,,,,
FLRT3,23767,,,,,,,,,,,,,,,,,,,,,
WDR60,55112,,,,,,,,,,,,,,,,,,,,,
GEMIN8,54960,,,,,,,,,,,,,,,,,,,,,
TMEM185B,79134,,,,,,,,,,,,,,,,,,,,,
OGFOD3,79701,,,,,,,,,,,,,,,,,,,,,
IL17RB,55540,,,,,,,,,,,,,,,,,,,,,
SH3TC1,54436,,,,,,,,,,,,,,,,,,,,,
SPHK1,8877,,,,,,,,,,,,,,,,,,,,,
TIPIN,54962,,,,,,,,,,,,,,,,,,,,,
SEMA4A,64218,,,,,,,,,,,,,,,,,,,,,
ELP5,23587,,,,,,,,,,,,,,,,,,,,,
C7orf26,79034,,,,,,,,,,,,,,,,,,,,,
SUV39H2,79723,,,,,,,,,,,,,,,,,,,,,
RNF128,79589,,,,,,,,,,,,,,,,,,,,,
PPP2R3B,28227,,,,,,,,,,,,,,,,,,,,,
MOB3B,79817,,,,,,,,,,,,,,,,,,,,,
ZNF350,59348,,,,,,,,,,,,,,,,,,,,,
GLTP,51228,,,,,,,,,,,,,,,,,,,,,
ETNK2,55224,,,,,,,,,,,,,,,,,,,,,
HMBOX1,79618,,,,,,,,,,,,,,,,,,,,,
CHAC1,79094,,,,,,,,,,,,,,,,,,,,,
GALNT14,79623,,,,,,,,,,,,,,,,,,,,,
TRIM62,55223,,,,,,,,,,,,,,,,,,,,,
CCNK,8812,,,,,,,,,,,,,,,,,,,,,
TSPAN12,23554,,,,,,,,,,,,,,,,,,,,,
PDCD5,9141,,,,,,,,,,,,,,,,,,,,,
CAAP1,79886,,,,,,,,,,,,,,,,,,,,,
OGDHL,55753,,,,,,,,,,,,,,,,,,,,,
MAP3K6,9064,,,,,,,,,,,,,,,,,,,,,
DOCK10,55619,,,,,,,,,,,,,,,,,,,,,
BRWD1,54014,,,,,,,,,,,,,,,,,,,,,
MSRA,4482,,,,,,,,,,,,,,,,,,,,,
TRPV2,51393,,,,,,,,,,,,,,,,,,,,,
C1GALT1C1,29071,,,,,,,,,,,,,,,,,,,,,
HSPBAP1,79663,,,,,,,,,,,,,,,,,,,,,
NIN,51199,,,,,,,,,,,,,,,,,,,,,
RBM15,64783,,,,,,,,,,,,,,,,,,,,,
KCNMB4,27345,,,,,,,,,,,,,,,,,,,,,
C3orf14,57415,,,,,,,,,,,,,,,,,,,,,
HEATR3,55027,,,,,,,,,,,,,,,,,,,,,
DAPP1,27071,,,,,,,,,,,,,,,,,,,,,
DTWD1,56986,,,,,,,,,,,,,,,,,,,,,
THAP1,55145,,,,,,,,,,,,,,,,,,,,,
OLA1,29789,,,,,,,,,,,,,,,,,,,,,
CENPQ,55166,,,,,,,,,,,,,,,,,,,,,
PCOLCE2,26577,,,,,,,,,,,,,,,,,,,,,
ZDHHC13,54503,,,,,,,,,,,,,,,,,,,,,
WDR44,54521,,,,,,,,,,,,,,,,,,,,,
ECHDC3,79746,,,,,,,,,,,,,,,,,,,,,
TRMT12,55039,,,,,,,,,,,,,,,,,,,,,
CNTNAP2,26047,,,,,,,,,,,,,,,,,,,,,
CNTNAP2,26047,,,,,,,,,,,,,,,,,,,,,
CNTNAP2,26047,,,,,,,,,,,,,,,,,,,,,
RNF219,79596,,,,,,,,,,,,,,,,,,,,,
PDGFD,80310,,,,,,,,,,,,,,,,,,,,,
FBXO2,26232,,,,,,,,,,,,,,,,,,,,,
KIF15,56992,,,,,,,,,,,,,,,,,,,,,
PDSS2,57107,,,,,,,,,,,,,,,,,,,,,
AK5,26289,,,,,,,,,,,,,,,,,,,,,
C22orf46,79640,,,,,,,,,,,,,,,,,,,,,
SYNDIG1,79953,,,,,,,,,,,,,,,,,,,,,
CEP76,79959,,,,,,,,,,,,,,,,,,,,,
ZBTB10,65986,,,,,,,,,,,,,,,,,,,,,
GRAMD1C,54762,,,,,,,,,,,,,,,,,,,,,
ZNF219,51222,,,,,,,,,,,,,,,,,,,,,
TMEM204,79652,,,,,,,,,,,,,,,,,,,,,
FLVCR2,55640,,,,,,,,,,,,,,,,,,,,,
POLI,11201,,,,,,,,,,,,,,,,,,,,,
MED31,51003,,,,,,,,,,,,,,,,,,,,,
HIF3A,64344,,,,,,,,,,,,,,,,,,,,,
MYO19,80179,,,,,,,,,,,,,,,,,,,,,
MPP5,64398,,,,,,,,,,,,,,,,,,,,,
WRAP73,49856,,,,,,,,,,,,,,,,,,,,,
IL18BP,10068,,,,,,,,,,,,,,,,,,,,,
NOL12,79159,,,,,,,,,,,,,,,,,,,,,
ELAC1,55520,,,,,,,,,,,,,,,,,,,,,
B3GNT2,10678,,,,,,,,,,,,,,,,,,,,,
GPRC5C,55890,,,,,,,,,,,,,,,,,,,,,
DDX31,64794,,,,,,,,,,,,,,,,,,,,,
ATRAID,51374,,,,,,,,,,,,,,,,,,,,,
VANGL1,81839,,,,,,,,,,,,,,,,,,,,,
KLHDC8A,55220,,,,,,,,,,,,,,,,,,,,,
MICALL2,79778,,,,,,,,,,,,,,,,,,,,,
CAPN10,11132,,,,,,,,,,,,,,,,,,,,,
NABP1,64859,,,,,,,,,,,,,,,,,,,,,
ARMCX5,64860,,,,,,,,,,,,,,,,,,,,,
ASCC1,51008,,,,,,,,,,,,,,,,,,,,,
C1orf159,54991,,,,,,,,,,,,,,,,,,,,,
LRRC49,54839,,,,,,,,,,,,,,,,,,,,,
EHMT1,79813,,,,,,,,,,,,,,,,,,,,,
CLN8,2055,,,,,,,,,,,,,,,,,,,,,
CLN8,2055,,,,,,,,,,,,,,,,,,,,,
CASD1,64921,,,,,,,,,,,,,,,,,,,,,
CDC37L1,55664,,,,,,,,,,,,,,,,,,,,,
SLC29A3,55315,,,,,,,,,,,,,,,,,,,,,
BOLA1,51027,,,,,,,,,,,,,,,,,,,,,
LRFN3,79414,,,,,,,,,,,,,,,,,,,,,
NUDT15,55270,,,,,,,,,,,,,,,,,,,,,
USE1,55850,,,,,,,,,,,,,,,,,,,,,
EXOC2,55770,,,,,,,,,,,,,,,,,,,,,
DIABLO,56616,,,,,,,,,,,,,,,,,,,,,
TRAPPC2,6399,,,,,,,,,,,,,,,,,,,,,
HERC6,55008,,,,,,,,,,,,,,,,,,,,,
NHLRC2,374354,,,,,,,,,,,,,,,,,,,,,
KLHL26,55295,,,,,,,,,,,,,,,,,,,,,
CXorf57,55086,,,,,,,,,,,,,,,,,,,,,
CHMP5,51510,,,,,,,,,,,,,,,,,,,,,
GTPBP1,9567,,,,,,,,,,,,,,,,,,,,,
ADAP2,55803,,,,,,,,,,,,,,,,,,,,,
PGGHG,80162,,,,,,,,,,,,,,,,,,,,,
TRPM4,54795,,,,,,,,,,,,,,,,,,,,,
AEN,64782,,,,,,,,,,,,,,,,,,,,,
NAA35,60560,,,,,,,,,,,,,,,,,,,,,
MTERF3,51001,,,,,,,,,,,,,,,,,,,,,
DHX58,79132,,,,,,,,,,,,,,,,,,,,,
CAMKV,79012,,,,,,,,,,,,,,,,,,,,,
AVEN,57099,,,,,,,,,,,,,,,,,,,,,
NRP2,8828,,,,,,,,,,,,,,,,,,,,,
NAP1L2,4674,,,,,,,,,,,,,,,,,,,,,
OTUB2,78990,,,,,,,,,,,,,,,,,,,,,
RPRM,56475,,,,,,,,,,,,,,,,,,,,,
KLF2,10365,,,,,,,,,,,,,,,,,,,,,
IFT81,28981,,,,,,,,,,,,,,,,,,,,,
DPM3,54344,,,,,,,,,,,,,,,,,,,,,
ALG9,79796,,,,,,,,,,,,,,,,,,,,,
CEPT1,10390,,,,,,,,,,,,,,,,,,,,,
ZNF322,79692,,,,,,,,,,,,,,,,,,,,,
GAREM1,64762,,,,,,,,,,,,,,,,,,,,,
NAA16,79612,,,,,,,,,,,,,,,,,,,,,
ZNF358,140467,,,,,,,,,,,,,,,,,,,,,
POLH,5429,,,,,,,,,,,,,,,,,,,,,
C5orf42,65250,,,,,,,,,,,,,,,,,,,,,
SERTAD3,29946,,,,,,,,,,,,,,,,,,,,,
PRR5L,79899,,,,,,,,,,,,,,,,,,,,,
ADAT1,23536,,,,,,,,,,,,,,,,,,,,,
SLAMF8,56833,,,,,,,,,,,,,,,,,,,,,
SLAMF8,56833,,,,,,,,,,,,,,,,,,,,,
CCDC88A,55704,,,,,,,,,,,,,,,,,,,,,
GRHL2,79977,,,,,,,,,,,,,,,,,,,,,
SUSD4,55061,,,,,,,,,,,,,,,,,,,,,
FKBP14,55033,,,,,,,,,,,,,,,,,,,,,
BPNT1,10380,,,,,,,,,,,,,,,,,,,,,
PRR11,55771,,,,,,,,,,,,,,,,,,,,,
AKT3,10000,,,,,,,,,,,,,,,,,,,,,
PGS1,9489,,,,,,,,,,,,,,,,,,,,,
MIR6773,80004,,,,,,,,,,,,,,,,,,,,,
MIR631,79661,693216,,,,,,,,,,,,,,,,,,,,
COQ10B,80219,,,,,,,,,,,,,,,,,,,,,
CIDEC,63924,,,,,,,,,,,,,,,,,,,,,
LIN7C,55327,,,,,,,,,,,,,,,,,,,,,
CNTNAP1,8506,,,,,,,,,,,,,,,,,,,,,
XYLT2,64132,,,,,,,,,,,,,,,,,,,,,
DERL1,79139,,,,,,,,,,,,,,,,,,,,,
HPSE,10855,,,,,,,,,,,,,,,,,,,,,
EPS8L3,79574,,,,,,,,,,,,,,,,,,,,,
TRIM68,55128,,,,,,,,,,,,,,,,,,,,,
C1orf50,79078,,,,,,,,,,,,,,,,,,,,,
LAMC3,10319,,,,,,,,,,,,,,,,,,,,,
PRMT7,54496,,,,,,,,,,,,,,,,,,,,,
SNIP1,79753,,,,,,,,,,,,,,,,,,,,,
TMEM45A,55076,,,,,,,,,,,,,,,,,,,,,
ELMO3,79767,,,,,,,,,,,,,,,,,,,,,
RAB38,23682,,,,,,,,,,,,,,,,,,,,,
ACBD4,79777,,,,,,,,,,,,,,,,,,,,,
CLSTN2,64084,,,,,,,,,,,,,,,,,,,,,
TTYH1,57348,,,,,,,,,,,,,,,,,,,,,
SCARA3,51435,,,,,,,,,,,,,,,,,,,,,
BORCS6,54785,,,,,,,,,,,,,,,,,,,,,
SLC23A3,79840,151295,,,,,,,,,,,,,,,,,,,,
RBFA,79863,,,,,,,,,,,,,,,,,,,,,
COA7,65260,,,,,,,,,,,,,,,,,,,,,
TTC33,23548,,,,,,,,,,,,,,,,,,,,,
ESPN,83715,,,,,,,,,,,,,,,,,,,,,
TNFRSF25,8718,,,,,,,,,,,,,,,,,,,,,
EBI3,10148,,,,,,,,,,,,,,,,,,,,,
SULT4A1,25830,,,,,,,,,,,,,,,,,,,,,
AGO3,192669,,,,,,,,,,,,,,,,,,,,,
FAT4,79633,,,,,,,,,,,,,,,,,,,,,
PXMP4,11264,,,,,,,,,,,,,,,,,,,,,
FA2H,79152,,,,,,,,,,,,,,,,,,,,,
GPR137,56834,,,,,,,,,,,,,,,,,,,,,
ARHGAP10,79658,,,,,,,,,,,,,,,,,,,,,
EVC,2121,,,,,,,,,,,,,,,,,,,,,
BCOR,54880,,,,,,,,,,,,,,,,,,,,,
TREM1,54210,,,,,,,,,,,,,,,,,,,,,
CTC1,80169,,,,,,,,,,,,,,,,,,,,,
EMCN,51705,,,,,,,,,,,,,,,,,,,,,
ANKRD11,29123,,,,,,,,,,,,,,,,,,,,,
NKAIN1,79570,,,,,,,,,,,,,,,,,,,,,
C1GALT1,56913,,,,,,,,,,,,,,,,,,,,,
RAI2,10742,,,,,,,,,,,,,,,,,,,,,
LRRK1,79705,,,,,,,,,,,,,,,,,,,,,
CLUHP3,100132341,,,,,,,,,,,,,,,,,,,,,
TASP1,55617,,,,,,,,,,,,,,,,,,,,,
BCORL1,63035,,,,,,,,,,,,,,,,,,,,,
GLTSCR1,29998,,,,,,,,,,,,,,,,,,,,,
RIC8B,55188,,,,,,,,,,,,,,,,,,,,,
SLC35C2,51006,,,,,,,,,,,,,,,,,,,,,
TMEM70,54968,,,,,,,,,,,,,,,,,,,,,
TMEM70,54968,,,,,,,,,,,,,,,,,,,,,
C4orf19,55286,,,,,,,,,,,,,,,,,,,,,
MSRB2,22921,,,,,,,,,,,,,,,,,,,,,
DPEP2,64174,,,,,,,,,,,,,,,,,,,,,
KLHL36,79786,,,,,,,,,,,,,,,,,,,,,
EGFL6,25975,,,,,,,,,,,,,,,,,,,,,
CFAP69,79846,,,,,,,,,,,,,,,,,,,,,
RIN3,79890,,,,,,,,,,,,,,,,,,,,,
RIN3,79890,,,,,,,,,,,,,,,,,,,,,
NSUN3,63899,,,,,,,,,,,,,,,,,,,,,
POLR3B,55703,,,,,,,,,,,,,,,,,,,,,
TMEM127,55654,,,,,,,,,,,,,,,,,,,,,
PAK6,56924,,,,,,,,,,,,,,,,,,,,,
TMEM53,79639,,,,,,,,,,,,,,,,,,,,,
LAMP5,24141,,,,,,,,,,,,,,,,,,,,,
CA14,23632,,,,,,,,,,,,,,,,,,,,,
APOA2,336,,,,,,,,,,,,,,,,,,,,,
APOA2,336,,,,,,,,,,,,,,,,,,,,,
GIN1,54826,,,,,,,,,,,,,,,,,,,,,
CUEDC1,404093,,,,,,,,,,,,,,,,,,,,,
DYNC2H1,79659,,,,,,,,,,,,,,,,,,,,,
CCNJ,54619,,,,,,,,,,,,,,,,,,,,,
KIAA0226L,80183,,,,,,,,,,,,,,,,,,,,,
CENPO,79172,,,,,,,,,,,,,,,,,,,,,
GDAP2,54834,,,,,,,,,,,,,,,,,,,,,
C3orf52,79669,,,,,,,,,,,,,,,,,,,,,
OSGIN1,29948,,,,,,,,,,,,,,,,,,,,,
C1orf116,79098,,,,,,,,,,,,,,,,,,,,,
LOC101930578,55901,100887750,,,,,,,,,,,,,,,,,,,,
WFDC1,58189,,,,,,,,,,,,,,,,,,,,,
KDELC1,79070,,,,,,,,,,,,,,,,,,,,,
SNAI1,6615,,,,,,,,,,,,,,,,,,,,,
TTC13,79573,,,,,,,,,,,,,,,,,,,,,
SETD4,54093,,,,,,,,,,,,,,,,,,,,,
PORCN,64840,,,,,,,,,,,,,,,,,,,,,
HCFC2,29915,,,,,,,,,,,,,,,,,,,,,
PSMD10,5716,,,,,,,,,,,,,,,,,,,,,
DUS2,54920,,,,,,,,,,,,,,,,,,,,,
BBS10,79738,,,,,,,,,,,,,,,,,,,,,
A4GALT,53947,,,,,,,,,,,,,,,,,,,,,
NXN,64359,,,,,,,,,,,,,,,,,,,,,
DCLRE1B,64858,,,,,,,,,,,,,,,,,,,,,
LRFN4,78999,,,,,,,,,,,,,,,,,,,,,
CHIC2,26511,,,,,,,,,,,,,,,,,,,,,
SHCBP1,79801,,,,,,,,,,,,,,,,,,,,,
RAD54B,25788,,,,,,,,,,,,,,,,,,,,,
ZNF180,7733,,,,,,,,,,,,,,,,,,,,,
SOWAHC,65124,,,,,,,,,,,,,,,,,,,,,
BCL11A,53335,,,,,,,,,,,,,,,,,,,,,
BCL11A,53335,,,,,,,,,,,,,,,,,,,,,
SEC61A2,55176,,,,,,,,,,,,,,,,,,,,,
CLCF1,23529,,,,,,,,,,,,,,,,,,,,,
ENOX1,55068,,,,,,,,,,,,,,,,,,,,,
NEIL3,55247,,,,,,,,,,,,,,,,,,,,,
TMEM40,55287,,,,,,,,,,,,,,,,,,,,,
RPAP2,79871,,,,,,,,,,,,,,,,,,,,,
CECR1,51816,,,,,,,,,,,,,,,,,,,,,
C1orf54,79630,,,,,,,,,,,,,,,,,,,,,
RSRC1,51319,,,,,,,,,,,,,,,,,,,,,
GCNT3,9245,,,,,,,,,,,,,,,,,,,,,
MYOZ1,58529,,,,,,,,,,,,,,,,,,,,,
POLQ,10721,,,,,,,,,,,,,,,,,,,,,
SNCAIP,9627,,,,,,,,,,,,,,,,,,,,,
DSN1,79980,,,,,,,,,,,,,,,,,,,,,
SH2D3A,10045,,,,,,,,,,,,,,,,,,,,,
ANGPTL2,23452,,,,,,,,,,,,,,,,,,,,,
PRDM10,56980,,,,,,,,,,,,,,,,,,,,,
TRPV4,59341,,,,,,,,,,,,,,,,,,,,,
ELL3,80237,,,,,,,,,,,,,,,,,,,,,
ELL3,80237,,,,,,,,,,,,,,,,,,,,,
SIGLEC1,6614,,,,,,,,,,,,,,,,,,,,,
WWC3,55841,,,,,,,,,,,,,,,,,,,,,
B3GAT1,27087,,,,,,,,,,,,,,,,,,,,,
FJX1,24147,,,,,,,,,,,,,,,,,,,,,
TENM3,55714,,,,,,,,,,,,,,,,,,,,,
NDUFAF5,79133,,,,,,,,,,,,,,,,,,,,,
SLC47A1,55244,,,,,,,,,,,,,,,,,,,,,
C14orf169,79697,,,,,,,,,,,,,,,,,,,,,
2-Mar,54996,,,,,,,,,,,,,,,,,,,,,
BCL11B,64919,,,,,,,,,,,,,,,,,,,,,
CLIC3,9022,,,,,,,,,,,,,,,,,,,,,
PALB2,79728,,,,,,,,,,,,,,,,,,,,,
